Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text
Sicilian,Gemini 2.5 - flash,literature,Chiddu ca rispunnìu la volupa quannu lu lionu ci addumannàu ch'animali era?,"E 'n asunu, nun lu vidi lu 'recchiu cu tê'?",Cosa rispose la volpe quando il leone le domandò che animale fosse?,"Sei un asino, non vedi le orecchie che hai?","Gli arrè gli chiamavu, ilu cosu furunu fattu accummu l'atra vôta
Chistu ivu dagli cumpagnu, i ci dicivu:
«N' ave' paura, fattu dà' gli barilu du vinu accummu l'atra vôta, i eccutu lu funu pu lucar- m'hai arruvinatu, mò iè stivu allu megli du la pesca i m'avi' munutu a tollà'!» S'arrabbiarunu tutti duia, i duvevanu passà' 'un fossu
Gli lionu zummavu cu' 'un mumentu, ma gli asunu cadivu a terra a la fanga, i nun putivu mancu arruscì'
Gli lionu gli rucacciavu
Annanna gli asunu ci dicivu:
«Cummà', mo cu steva pu scavà' 'un fiumu, mu si' munutu a tollà'!» Su rumuttirunu a rucamminà', i arrivarunu a 'un giardinu 'n dò ci steva 'un muru jàvutu jàvutu
Gli lionu, cummu 'un lepru, zumpavu, ma gli asunu rustavu cullu ciancu pu' l' aria
Gli cummà' gli azzicavu, i annanna gli asunu su lagnavu dicennuci:
«Eh cummà' cu m' hai fattu nun su sa, iè steva a fa' prova a vudè' si pusevunu du più gli quarti du dretu o chigli duvantu!»
«Oh sì' prôpriu
ci dicivu gli camparu sê
'un sbrancalionu!» S'arrabbiarunu, i pu 'un fattu s'abbattirunu cu 'na volupa
Gli lionu ci addummannavu:
«Dimmu mo tu, cummà', ch' allimalu è chistu?» La volupa, birba, ruspunnivu:
«E 'n asunu, nun lu vidi lu 'recchiu cu tê'?» Annanna gli lionu dicivu:
« Volupa, ci gli vulemu magnà', fagli tu!»
«Ah!"
Sicilian,Gemini 2.5 - flash,literature,"Chiddu ca l'asinu rissi ô sò cumpagnu, quannu si lamentàu d'essiri statu arruvinatu?","m'hai arruvinatu, mò iè stivu allu megli du la pesca i m'avi' munutu a tollà'!","Cosa disse l'asino al suo compagno, quando si lamentò di essere stato rovinato?","Mi hai rovinato, ora stavo al culmine del successo e mi sei venuto a rompere le scatole!","Gli arrè gli chiamavu, ilu cosu furunu fattu accummu l'atra vôta
Chistu ivu dagli cumpagnu, i ci dicivu:
«N' ave' paura, fattu dà' gli barilu du vinu accummu l'atra vôta, i eccutu lu funu pu lucar- m'hai arruvinatu, mò iè stivu allu megli du la pesca i m'avi' munutu a tollà'!» S'arrabbiarunu tutti duia, i duvevanu passà' 'un fossu
Gli lionu zummavu cu' 'un mumentu, ma gli asunu cadivu a terra a la fanga, i nun putivu mancu arruscì'
Gli lionu gli rucacciavu
Annanna gli asunu ci dicivu:
«Cummà', mo cu steva pu scavà' 'un fiumu, mu si' munutu a tollà'!» Su rumuttirunu a rucamminà', i arrivarunu a 'un giardinu 'n dò ci steva 'un muru jàvutu jàvutu
Gli lionu, cummu 'un lepru, zumpavu, ma gli asunu rustavu cullu ciancu pu' l' aria
Gli cummà' gli azzicavu, i annanna gli asunu su lagnavu dicennuci:
«Eh cummà' cu m' hai fattu nun su sa, iè steva a fa' prova a vudè' si pusevunu du più gli quarti du dretu o chigli duvantu!»
«Oh sì' prôpriu
ci dicivu gli camparu sê
'un sbrancalionu!» S'arrabbiarunu, i pu 'un fattu s'abbattirunu cu 'na volupa
Gli lionu ci addummannavu:
«Dimmu mo tu, cummà', ch' allimalu è chistu?» La volupa, birba, ruspunnivu:
«E 'n asunu, nun lu vidi lu 'recchiu cu tê'?» Annanna gli lionu dicivu:
« Volupa, ci gli vulemu magnà', fagli tu!»
«Ah!"
Sicilian,Gemini 2.5 - flash,literature,"Quannu lu fratu cchiù zicu dummannau a lu scarpari e a lu pastoru comu facivunu gli scarpu e lu vestì a la figghia dugli arrè, chi ci rispunnirunu?","Siccommu gli arrè te' 'na bella statua dulia figghia, nuia tullamu la musura scmbru a chista statua.",Quando il fratello più piccolo domandò al calzolaio e al pastore come facevano le scarpe e le vesti alla figlia del re che gli risposero?,"Siccome i re hanno una bella statua della figlia, noi prendiamo la misura su questa statua.","ca chella s'avivu lacota i avivu riuta cu gli maritu
Gli arrè, cummu la vudivu, la baciavu, l'a lu- civu:
«Statt' attentu, purché gli fratu te c'è capitatu, i ci duvissu capità' pura tu; basta fa' la paci te'.» Annannu su muttivu a rucercà' pu' la casa, i passarunu lu tre dì dustinatu, i accusì fu accisa pur' issa
Gli fratu più zicu apprima da i' dagli arre, più birbu, la nottu nun faciva atru cu a punzà' accommu putivu fa'
All' ultimu punzavu da i' a chistu paisu
Accummu arrivavu, ivu a dumannà', all' scarpari i a la pastoru, accummu facivunu quannu duvevunu fa gli scarpu i lu vestì a la figghia dugli arrè
Chisti ci ruspunnirunu:
«Siccommu gli arrè te' 'na bella statua dulia figghia, nuia tullamu la musura scmbru a chista statua.» Annannu punsavu da i' all' 'refici, i facíu fa' 'un cavagli tuttu d'oru, i ci su ficcavu issu drentu
Tuttu gli paisu ieva a vudè' 'stu begli cavagli, i accummu lu sapiu gli arrè subbitu gli manna vu a tollu pu fagli vudè' a la figghia
La nottu 'st' arrè tullivu 'stu cavagli i gli munavu a la figghia
Annannu chistu cu stivu allocu drentu vudivu tuttu chellu cu facivu gli arrè
Accummu arrivavu annò' stivu la figghia, gli passavu, i ci gli feci tunè' tutta la nottu pu' farcigli benu vudè'
La nottu chistu 'raprivu 'stu cavagli i 'scivu, i ievu all' lettu dulia figghia dugli arre
Accummu chesta gli vudivu avivu paura, ma c'oppu chistu raccuntatuci tuttu, la figghia dugli arre ci avivu tantu piaceru, purchè sa luveva allocu drentu, i putivu fa chellu cu ci parivu
'Sta figghia dugli arrè avvisavu chistu benu benu, accummu tunivu da fa', i ci dicivu:
«Attenti mo' tu quannu se' aieccu a rutruvarmu!"
Sicilian,Gemini 2.5 - flash,literature,"Quannu la figghia dugli arrè lu vudivu e chistu ci raccuntatuci tuttu, comu stivu?","Accummu chesta gli vudivu avivu paura, ma c'oppu chistu raccuntatuci tuttu, la figghia dugli arre ci avivu tantu piaceru, purchè sa luveva allocu drentu, i putivu fa chellu cu ci parivu","Quando la figlia del re lo vide e lui le raccontò tutto, come stava?","Come lei li ha visti ebbe paura, ma, dopo che loro le ebbero raccontato tutto, la figlia del re ebbe tanto piacere, purché se la togliesse da lì dentro, loro potevano fare quello che gli pareva.","ca chella s'avivu lacota i avivu riuta cu gli maritu
Gli arrè, cummu la vudivu, la baciavu, l'a lu- civu:
«Statt' attentu, purché gli fratu te c'è capitatu, i ci duvissu capità' pura tu; basta fa' la paci te'.» Annannu su muttivu a rucercà' pu' la casa, i passarunu lu tre dì dustinatu, i accusì fu accisa pur' issa
Gli fratu più zicu apprima da i' dagli arre, più birbu, la nottu nun faciva atru cu a punzà' accommu putivu fa'
All' ultimu punzavu da i' a chistu paisu
Accummu arrivavu, ivu a dumannà', all' scarpari i a la pastoru, accummu facivunu quannu duvevunu fa gli scarpu i lu vestì a la figghia dugli arrè
Chisti ci ruspunnirunu:
«Siccommu gli arrè te' 'na bella statua dulia figghia, nuia tullamu la musura scmbru a chista statua.» Annannu punsavu da i' all' 'refici, i facíu fa' 'un cavagli tuttu d'oru, i ci su ficcavu issu drentu
Tuttu gli paisu ieva a vudè' 'stu begli cavagli, i accummu lu sapiu gli arrè subbitu gli manna vu a tollu pu fagli vudè' a la figghia
La nottu 'st' arrè tullivu 'stu cavagli i gli munavu a la figghia
Annannu chistu cu stivu allocu drentu vudivu tuttu chellu cu facivu gli arrè
Accummu arrivavu annò' stivu la figghia, gli passavu, i ci gli feci tunè' tutta la nottu pu' farcigli benu vudè'
La nottu chistu 'raprivu 'stu cavagli i 'scivu, i ievu all' lettu dulia figghia dugli arre
Accummu chesta gli vudivu avivu paura, ma c'oppu chistu raccuntatuci tuttu, la figghia dugli arre ci avivu tantu piaceru, purchè sa luveva allocu drentu, i putivu fa chellu cu ci parivu
'Sta figghia dugli arrè avvisavu chistu benu benu, accummu tunivu da fa', i ci dicivu:
«Attenti mo' tu quannu se' aieccu a rutruvarmu!"
Sicilian,Gemini 2.5 - flash,literature,"Comu avìa fari lu Riuzzu pi arrivari 'nta la muntagna, secunnu li struzzioni?","ti cusiemu 'nta 'na peddi di crastu, ti damu 'n cutieddu e ti minti 'nt' ô vignanu ; veni 'n auciddazzu e ti càrrica e ti porta 'nta 'na muntagna; arrivannu ddà, scusi la peddi","Come doveva fare il Principino per arrivare sulla montagna, secondo le istruzioni?","ti cuciamo in una pelle di montone, ti diamo un coltello e ti metti nell'orto; viene un uccellaccio e ti carica e ti porta su una montagna; arrivando lì, scuci la pelle.","S' 'lu vôi sapiri, ti cusiemu 'nta 'na peddi di crastu, ti damu 'n cutieddu e ti minti 'nt' ô vignanu ; veni 'n auciddazzu e ti càrrica e ti porta 'nta 'na muntagna; arrivannu ddà, scusi la peddi; lu riestu puoi lu vidi ddà, ma però ccà nun ti cci vuliemu, pirchì cciui di deci nun putiemu essiri ”
Lu Riuzzu si fici cùsiri 'nta la peddi, e si misi 'nt' ô vignanu
Dduoppu 'n momentu vinni 'n auciddazzu, s' 'lu carricau e s' 'lu purtau
Arrivannu 'nta 'na muntagna lu pusau
Comu lu pusau, lu Riuzzu 'sciu lu cutieddu, scusíu la peddi, e l' auceddi si nn' iju
Lu Riuzzu si misi a caminari e arrivau 'nta 'un ngran palazzu, ca cc' era 'un 'ngran purticatu; trasìu e vitti centu porti
Si cci prisintarru cinquanta signurini, na cciù bedda di 'n' àutra ; cci ficinu tanta festa, cci dèsinu manciari tuttu chiddu ca vulía; e si mìsiru a ballari, a cantari, e tutti sti cosi
Dduoppu ca passaru cinquanta juorna ca era ddà, chiddi cci dissinu:
“ Vi damu sti centu ciavi, ca sunu li ciavi d' 'e centu porti; niàutri ni nni iemu pi cientu juorna, ogni juornu 'rapiti 'na porta, però l'urtima non l'âti a 'rapiri ”
Avanti ca si nni jerru, cci lu accumannarru di nun la 'rapiri e poi si nni jerru
Lu Riuzzu ô primu juornu 'rapíu la prima porta e truvau 'un bellu jardinu cu tutti li fiuri; ô secunnu juornu vitti 'na vasca cu tutti li pisci; ô terzu, tutti aucedda; ô quartu, 'na picca di muniti d'oru; ô chintu, 'na picca di diamanti e 'nta l'àutri tanti cosi magnifica mirè
Arrivannu ch'avièunu passatu novantanovi juorna, arristava l'urtima porta
Siccomu cc' era 'na porta tutta foderata d'oru e diamanti, la vulía 'rapiri pi vìrriri chi cc' era
Arrivannu all'urtimu juornu nun la potti tèniri, e pi 'siri curiusu 'rapiu la porta e vitti 'n cavaddu magnificu
Cci aggravaccau e lu purtau 'n cianu
Lu cavaddu nun vulía caminari e iddu si misi a dàricci corpi ; lu cavaddu si misi a furriari tunnu tunnu e lu jittau 'n terra ; puoi cci dèsi 'n corpu cu la cuda e lu 'nnurvau di l'òcciu drittu
Tutt' a 'na vota si truvau davanti lu palazzu unn' erinu chiddi deci uorvi di l' òcciu drittu
Chiddi nun cci lu vòsinu, e cuomu vinni 'un bastimentu ca jia 'nt' ô regnu di sò patri, si nni iju."
Sicilian,Gemini 2.5 - flash,literature,Chi succidìu di gravi quannu lu Riuzzu 'rapiu la porta pruibbita e pruvau a cavalcari lu cavaddu?,Lu cavaddu nun vulía caminari e iddu si misi a dàricci corpi ; lu cavaddu si misi a furriari tunnu tunnu e lu jittau 'n terra ; puoi cci dèsi 'n corpu cu la cuda e lu 'nnurvau di l'òcciu drittu,Cosa successe di grave quando il Principino aprì la porta proibita e provò a cavalcare il cavallo?,Il cavallo non voleva camminare e lui si mise a dargli dei colpi; il cavallo si mise a girare in tondo in tondo e lo gettò a terra; poi gli diede un colpo con la coda e lo accecò all'occhio destro.,"S' 'lu vôi sapiri, ti cusiemu 'nta 'na peddi di crastu, ti damu 'n cutieddu e ti minti 'nt' ô vignanu ; veni 'n auciddazzu e ti càrrica e ti porta 'nta 'na muntagna; arrivannu ddà, scusi la peddi; lu riestu puoi lu vidi ddà, ma però ccà nun ti cci vuliemu, pirchì cciui di deci nun putiemu essiri ”
Lu Riuzzu si fici cùsiri 'nta la peddi, e si misi 'nt' ô vignanu
Dduoppu 'n momentu vinni 'n auciddazzu, s' 'lu carricau e s' 'lu purtau
Arrivannu 'nta 'na muntagna lu pusau
Comu lu pusau, lu Riuzzu 'sciu lu cutieddu, scusíu la peddi, e l' auceddi si nn' iju
Lu Riuzzu si misi a caminari e arrivau 'nta 'un ngran palazzu, ca cc' era 'un 'ngran purticatu; trasìu e vitti centu porti
Si cci prisintarru cinquanta signurini, na cciù bedda di 'n' àutra ; cci ficinu tanta festa, cci dèsinu manciari tuttu chiddu ca vulía; e si mìsiru a ballari, a cantari, e tutti sti cosi
Dduoppu ca passaru cinquanta juorna ca era ddà, chiddi cci dissinu:
“ Vi damu sti centu ciavi, ca sunu li ciavi d' 'e centu porti; niàutri ni nni iemu pi cientu juorna, ogni juornu 'rapiti 'na porta, però l'urtima non l'âti a 'rapiri ”
Avanti ca si nni jerru, cci lu accumannarru di nun la 'rapiri e poi si nni jerru
Lu Riuzzu ô primu juornu 'rapíu la prima porta e truvau 'un bellu jardinu cu tutti li fiuri; ô secunnu juornu vitti 'na vasca cu tutti li pisci; ô terzu, tutti aucedda; ô quartu, 'na picca di muniti d'oru; ô chintu, 'na picca di diamanti e 'nta l'àutri tanti cosi magnifica mirè
Arrivannu ch'avièunu passatu novantanovi juorna, arristava l'urtima porta
Siccomu cc' era 'na porta tutta foderata d'oru e diamanti, la vulía 'rapiri pi vìrriri chi cc' era
Arrivannu all'urtimu juornu nun la potti tèniri, e pi 'siri curiusu 'rapiu la porta e vitti 'n cavaddu magnificu
Cci aggravaccau e lu purtau 'n cianu
Lu cavaddu nun vulía caminari e iddu si misi a dàricci corpi ; lu cavaddu si misi a furriari tunnu tunnu e lu jittau 'n terra ; puoi cci dèsi 'n corpu cu la cuda e lu 'nnurvau di l'òcciu drittu
Tutt' a 'na vota si truvau davanti lu palazzu unn' erinu chiddi deci uorvi di l' òcciu drittu
Chiddi nun cci lu vòsinu, e cuomu vinni 'un bastimentu ca jia 'nt' ô regnu di sò patri, si nni iju."
Sicilian,Gemini 3 pro - preview,literature,Chi cci dissinu li signurini ô Riuzzu prima di lassallu sulu pi centu juorna?,"Vi damu sti centu ciavi, ca sunu li ciavi d' 'e centu porti; niàutri ni nni iemu pi cientu juorna, ogni juornu 'rapiti 'na porta, però l'urtima non l'âti a 'rapiri",Cosa dissero le signorine al Reuccio prima di lasciarlo solo per cento giorni?,"Vi diamo queste cento chiavi, che sono le chiavi delle cento porte; noi ce ne andiamo per cento giorni, ogni giorno aprite una porta, però l'ultima non la dovete aprire.","Accussì, parrannu parrannu, si mìsaru ncaminu e tantu caminaru, chi arrivaru finarmenti davanti a un palazzu
Dissi la lepri: - Ora traji ccà intra, e vidi ca nci su' tanti cavalli: ntlu menzu, trovarai lu cavaddu chi parra
Ti nn'accorgiarai subitu, ca iddu appena ti vidi, ti domanna: «Patruni, venisti ccà, mi mi pigghi?»
Tu nci arrispunni: «Sì», e vidi ca iddu avi na brìgghia vecchia e brutta
Supra lu muru nci nn'è, però, na nova, tutta adornata di ciancianeddi d'orù, e lu cavaddu ti dici: «Patruni, e cu stu brigghia mi nesci? Hai un bellu cavaddu chi parra, e tu lu vói levari accussì a la città?"
Sicilian,Gemini 3 pro - preview,literature,Chi ci fici lu cavaddu ô Riuzzu doppu ca lu jittau 'n terra?,puoi cci dèsi 'n corpu cu la cuda e lu 'nnurvau di l'òcciu drittu,Cosa gli fece il cavallo al Reuccio dopo che lo gettò a terra?,Poi gli diede un colpo con la coda e lo accecò all'occhio destro.,"Accussì, parrannu parrannu, si mìsaru ncaminu e tantu caminaru, chi arrivaru finarmenti davanti a un palazzu
Dissi la lepri: - Ora traji ccà intra, e vidi ca nci su' tanti cavalli: ntlu menzu, trovarai lu cavaddu chi parra
Ti nn'accorgiarai subitu, ca iddu appena ti vidi, ti domanna: «Patruni, venisti ccà, mi mi pigghi?»
Tu nci arrispunni: «Sì», e vidi ca iddu avi na brìgghia vecchia e brutta
Supra lu muru nci nn'è, però, na nova, tutta adornata di ciancianeddi d'orù, e lu cavaddu ti dici: «Patruni, e cu stu brigghia mi nesci? Hai un bellu cavaddu chi parra, e tu lu vói levari accussì a la città?"
Sicilian,Gemini 3 pro - preview,literature,Unni arrivaru finarmenti dopu chi tantu caminaru?,davanti a un palazzu,Dove arrivarono finalmente dopo tanto camminare?,davanti a un palazzo,"- arrispunnìu lu granni
- Quannu mi partìa di casa, mi vegnu ccàni, pe la strata vitti un puzzu
Subitu chi arrivamu ddà, dicimunci ca non nni fidamu chiù mi caminamu a pedi, doppu un viaggiu tantu longu; accussì nni fermamu a lu puzzu, e facimu mi s'arriposa puru iddu, e mi dormi
Quannu poi nni pari a nui, ch'è nt' o mègghiu du sonnu, l'arriscigghiamu cu na scusa qualunchi e, appena iddu si leva, nui lu pigghiamu e lu jettamu nta lu puzzu
Doppu, jeu chi su' lu granni, mi pigghiu la Bella e l'aceddu, e tu chi si' lu menzanu, ti pigghi l'acqua e lu cavallu
Poi nni prisentamu a lu papà, e nci dicimu ca sti cosi li guadagnamu un' dui, cu li nostri fatichi
Caminaru caminaru e, arrivati a lu puzzu, ficiaru comu avianu cuncertatu
- Frati, nui a pedi non potimu chiù caminari, e simu propiu stanchi!"
Sicilian,Gemini 3 pro - preview,literature,Chi cosa trovarai ntlu menzu di li tanti cavalli?,lu cavaddu chi parra,Che cosa troverai in mezzo ai tanti cavalli?,il cavallo che parla,"- arrispunnìu lu granni
- Quannu mi partìa di casa, mi vegnu ccàni, pe la strata vitti un puzzu
Subitu chi arrivamu ddà, dicimunci ca non nni fidamu chiù mi caminamu a pedi, doppu un viaggiu tantu longu; accussì nni fermamu a lu puzzu, e facimu mi s'arriposa puru iddu, e mi dormi
Quannu poi nni pari a nui, ch'è nt' o mègghiu du sonnu, l'arriscigghiamu cu na scusa qualunchi e, appena iddu si leva, nui lu pigghiamu e lu jettamu nta lu puzzu
Doppu, jeu chi su' lu granni, mi pigghiu la Bella e l'aceddu, e tu chi si' lu menzanu, ti pigghi l'acqua e lu cavallu
Poi nni prisentamu a lu papà, e nci dicimu ca sti cosi li guadagnamu un' dui, cu li nostri fatichi
Caminaru caminaru e, arrivati a lu puzzu, ficiaru comu avianu cuncertatu
- Frati, nui a pedi non potimu chiù caminari, e simu propiu stanchi!"
